City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Ahmedabad,2015-01-01,37.644,184.07999999999998,0.92,18.22,17.15,9.569999999999999,0.92,27.64,133.36,1.56,0.02,118.0,Moderate
Ahmedabad,2015-01-02,65.16799999999999,201.272,0.97,15.69,16.46,12.636,0.97,24.55,34.06,3.68,5.5,118.0,Moderate
Ahmedabad,2015-01-03,92.442,103.93800000000002,17.4,19.3,29.7,19.514000000000003,17.4,29.07,30.7,6.8,16.4,118.0,Moderate
Ahmedabad,2015-01-04,66.506,136.00799999999998,1.7,18.48,17.97,14.908000000000001,1.7,18.59,36.08,4.43,10.14,118.0,Moderate
Ahmedabad,2015-01-05,89.868,139.06,22.1,21.42,37.76,7.523999999999999,22.1,39.33,39.31,7.01,18.89,118.0,Moderate
Ahmedabad,2015-01-06,57.42800000000001,158.096,45.41,38.48,81.5,28.772000000000002,45.41,45.76,46.51,5.42,10.83,118.0,Moderate
Ahmedabad,2015-01-07,81.922,79.0,112.16,40.62,130.77,18.336000000000002,112.16,32.28,33.47,1.56,4.03,118.0,Moderate
Ahmedabad,2015-01-08,51.736000000000004,127.58200000000002,80.87,36.74,96.75,16.772,80.87,38.54,31.89,1.56,4.03,118.0,Moderate
Ahmedabad,2015-01-09,66.282,173.9,29.16,31.0,48.0,24.464,29.16,58.68,25.75,1.56,4.03,118.0,Moderate
Ahmedabad,2015-01-10,69.768,97.882,7.266,7.04,24.25,1.376,0.96,8.29,4.55,1.56,4.03,118.0,Moderate
Ahmedabad,2015-01-11,89.15400000000001,131.738,132.07,55.8,24.53,27.954,132.07,25.03,6.79,1.56,4.03,118.0,Moderate
Ahmedabad,2015-01-12,60.56600000000001,154.01,52.04,40.67,90.24,31.617999999999995,52.04,51.84,45.89,2.41,0.03,118.0,Moderate
Ahmedabad,2015-01-13,51.68000000000001,148.314,48.82,44.2,87.09,33.912,48.82,68.21,35.16,9.45,13.35,118.0,Moderate
Ahmedabad,2015-01-14,89.364,222.504,19.2,27.86,33.05,22.54,19.2,52.65,20.96,2.16,2.26,118.0,Moderate
Ahmedabad,2015-01-15,27.096000000000004,123.49600000000001,0.6,16.96,16.6,5.774,0.6,28.89,47.63,0.14,0.04,118.0,Moderate
Ahmedabad,2015-01-16,68.736,69.80600000000001,1.63,21.72,22.86,9.39,1.63,38.27,46.03,0.35,0.05,118.0,Moderate
Ahmedabad,2015-01-17,29.427999999999997,116.744,11.44,24.73,34.75,8.164,11.44,49.5,52.24,0.68,4.03,118.0,Moderate
Ahmedabad,2015-01-18,35.285999999999994,130.274,6.1,25.77,29.57,8.09,6.1,48.43,53.49,0.74,0.21,118.0,Moderate
Ahmedabad,2015-01-19,63.065999999999995,98.33800000000001,2.51,26.88,27.45,8.33,2.51,50.03,49.48,0.26,0.02,118.0,Moderate
Ahmedabad,2015-01-20,41.41799999999999,83.36800000000001,7.92,26.8,32.4,7.918000000000001,7.92,58.87,56.37,0.24,0.01,118.0,Moderate
Ahmedabad,2015-01-21,46.666,94.09400000000001,9.52,33.56,39.28,8.708000000000002,9.52,106.93,48.75,0.33,4.03,118.0,Moderate
Ahmedabad,2015-01-22,51.715999999999994,181.448,9.05,17.51,22.33,5.8020000000000005,9.05,23.71,42.22,1.56,4.03,118.0,Moderate
Ahmedabad,2015-01-23,84.89,193.40400000000002,22.53,27.96,47.79,18.232,22.53,39.19,32.92,0.39,4.03,118.0,Moderate
Ahmedabad,2015-01-24,68.736,97.88200000000002,2.03,20.39,21.4,9.75,2.03,40.07,32.49,0.47,0.7,118.0,Moderate
Ahmedabad,2015-01-25,56.33200000000001,127.71000000000001,1.42,20.43,20.19,7.446,1.42,58.41,39.26,0.01,4.03,118.0,Moderate
Ahmedabad,2015-01-26,59.164,93.91000000000001,2.27,21.16,21.81,5.696,2.27,43.73,39.83,0.06,4.03,118.0,Moderate
Ahmedabad,2015-01-27,59.398,97.88200000000002,2.19,21.7,23.26,7.422,2.19,43.28,41.1,0.02,4.03,118.0,Moderate
Ahmedabad,2015-01-28,73.24,103.546,5.72,21.11,25.84,8.464,5.72,36.52,62.42,0.03,0.01,118.0,Moderate
Ahmedabad,2015-01-29,83.13,173.3,6.93,28.71,33.72,6.9719999999999995,6.93,49.52,59.76,0.02,4.03,209.0,Poor
Ahmedabad,2015-01-30,79.84,248.62399999999997,13.85,28.68,41.08,35.470000000000006,13.85,48.49,97.07,0.04,4.03,328.0,Very Poor
Ahmedabad,2015-01-31,94.52,148.908,24.39,32.66,52.61,20.375999999999998,24.39,67.39,111.33,0.24,0.01,514.0,Severe
Ahmedabad,2015-02-01,135.99,358.698,43.48,42.08,84.57,6.62,43.48,75.23,102.7,0.4,0.04,782.0,Severe
Ahmedabad,2015-02-02,178.33,312.07,54.56,35.31,72.8,6.343999999999999,54.56,55.04,107.38,0.46,0.06,914.0,Severe
Ahmedabad,2015-02-03,139.7,387.678,30.61,28.4,56.73,10.89,30.61,33.79,73.6,0.17,0.03,660.0,Severe
Ahmedabad,2015-02-04,80.65,173.868,2.37,22.83,24.0,17.088,2.37,25.73,47.3,1.56,4.03,294.0,Poor
Ahmedabad,2015-02-05,58.36,151.742,2.6,21.39,23.31,35.392,2.6,32.66,53.54,1.56,4.03,149.0,Moderate
Ahmedabad,2015-02-06,79.29,173.234,1.16,26.94,26.83,6.62,1.16,67.41,59.3,1.56,4.03,190.0,Moderate
Ahmedabad,2015-02-07,88.7,212.29799999999994,7.29,31.32,37.73,10.398,7.29,80.09,44.76,1.56,4.03,247.0,Poor
Ahmedabad,2015-02-08,74.28,392.72799999999995,8.92,27.3,33.42,6.6579999999999995,8.92,54.28,47.42,1.56,4.03,379.0,Very Poor
Ahmedabad,2015-02-09,113.93,357.16400000000004,4.32,24.27,26.86,6.536,4.32,48.73,39.94,0.02,4.03,341.0,Very Poor
Ahmedabad,2015-02-10,105.39,237.33599999999996,1.41,18.21,18.75,6.587999999999999,1.41,35.91,56.15,1.56,4.03,256.0,Poor
Ahmedabad,2015-02-11,66.52,320.328,6.34,23.8,28.24,6.642,6.34,66.58,53.14,9.7,9.63,388.0,Very Poor
Ahmedabad,2015-02-12,65.04,144.91199999999998,14.19,30.1,44.21,13.132,14.19,65.91,31.88,7.72,17.46,288.0,Poor
Ahmedabad,2015-02-13,103.36,147.914,18.18,39.56,57.33,6.65,18.18,80.43,40.11,11.29,24.35,510.0,Severe
Ahmedabad,2015-02-14,177.33,357.59200000000004,37.49,47.58,77.85,6.62,37.49,99.72,36.47,17.0,52.66,761.0,Severe
Ahmedabad,2015-02-15,113.25,299.07800000000003,15.55,30.5,44.87,6.664,15.55,69.71,33.78,10.47,28.53,475.0,Severe
Ahmedabad,2015-02-16,99.7,191.006,19.85,28.1,47.31,6.6579999999999995,19.85,73.23,30.57,10.28,31.25,536.0,Severe
Ahmedabad,2015-02-17,80.61,289.616,15.96,21.04,35.67,6.659999999999999,15.96,54.7,36.2,8.14,18.75,479.0,Severe
Ahmedabad,2015-02-18,100.79,386.674,16.24,25.93,41.91,10.778,16.24,43.11,37.43,10.0,32.41,592.0,Severe
Ahmedabad,2015-02-19,107.99,446.822,11.25,30.09,40.47,6.672,11.25,84.86,31.94,9.2,24.03,427.0,Severe
Ahmedabad,2015-02-20,140.29,378.774,33.84,36.14,68.85,6.708,33.84,101.53,40.98,20.12,43.51,588.0,Severe
Ahmedabad,2015-02-21,239.96,191.38799999999998,61.95,46.25,106.92,6.343999999999999,61.95,84.87,33.55,22.14,53.98,1141.0,Severe
Ahmedabad,2015-02-22,142.96,143.114,45.45,48.21,92.32,10.889999999999999,45.45,62.96,34.77,7.35,22.4,669.0,Severe
Ahmedabad,2015-02-23,238.41,180.42000000000002,77.7,55.07,131.32,6.344,77.7,89.07,37.3,50.61,163.64,1247.0,Severe
Ahmedabad,2015-02-24,118.72,426.78999999999996,12.56,32.01,42.56,17.374000000000002,12.56,61.54,38.8,16.89,46.52,411.0,Severe
Ahmedabad,2015-02-25,52.99,146.344,2.23,10.45,10.39,25.99,2.23,32.76,67.25,3.85,11.39,292.0,Poor
Ahmedabad,2015-02-26,66.078,170.552,7.524000000000001,4.144000000000001,24.25,2.668,0.96,12.658,15.888,1.56,4.03,118.0,Moderate
Ahmedabad,2015-02-27,66.078,170.552,7.524000000000001,4.144000000000001,24.25,2.668,0.96,12.658,15.888,1.56,4.03,118.0,Moderate
Ahmedabad,2015-02-28,66.078,170.552,7.524000000000001,4.144000000000001,24.25,2.668,0.96,12.658,15.888,1.56,4.03,118.0,Moderate
Ahmedabad,2015-03-01,61.12,155.974,3.58,16.81,20.92,5.0120000000000005,3.58,28.44,30.48,2.69,1.58,118.0,Moderate
Ahmedabad,2015-03-02,60.78,194.108,9.07,18.21,27.34,9.998,9.07,29.48,34.75,2.05,0.55,189.0,Moderate
Ahmedabad,2015-03-03,91.83,391.6,12.99,28.71,40.76,7.08,12.99,39.71,38.46,2.69,1.74,408.0,Severe
Ahmedabad,2015-03-04,93.88,337.79,18.21,29.38,47.01,6.642,18.21,62.75,46.79,5.21,2.55,383.0,Very Poor
Ahmedabad,2015-03-05,173.01,357.59200000000004,48.44,42.27,90.73,6.62,48.44,78.76,59.39,9.72,9.96,780.0,Severe
Ahmedabad,2015-03-06,66.078,170.552,7.524000000000001,4.144000000000001,24.25,2.668,0.96,12.658,15.888,1.56,4.03,118.0,Moderate
Ahmedabad,2015-03-07,105.45,146.162,2.5,16.1,18.66,10.267999999999999,2.5,29.29,69.9,17.77,5.75,118.0,Moderate
Ahmedabad,2015-03-08,71.56,190.998,3.51,16.83,20.32,6.56,3.51,30.28,57.16,3.95,8.01,190.0,Moderate
Ahmedabad,2015-03-09,119.8,224.98000000000002,4.13,24.07,27.9,6.548,4.13,50.35,50.49,4.85,12.15,233.0,Poor
Ahmedabad,2015-03-10,106.71,214.248,5.39,25.59,30.51,15.136000000000001,5.39,38.85,60.17,5.58,14.17,297.0,Poor
Ahmedabad,2015-03-11,118.49,295.1,4.11,28.94,31.83,6.5280000000000005,4.11,54.2,53.61,7.9,21.32,330.0,Very Poor
Ahmedabad,2015-03-12,106.01,265.554,4.28,27.31,30.54,6.612,4.28,70.29,40.91,9.45,15.54,252.0,Poor
Ahmedabad,2015-03-13,97.34,241.738,3.67,21.58,24.62,6.612,3.67,64.39,45.69,5.61,15.02,244.0,Poor
Ahmedabad,2015-03-14,83.92,223.39600000000002,6.42,25.03,30.8,10.468,6.42,67.53,34.94,8.24,21.47,234.0,Poor
Ahmedabad,2015-03-15,49.51,275.40599999999995,3.1,14.16,16.15,6.62,3.1,48.33,37.95,4.34,11.34,219.0,Poor
Ahmedabad,2015-03-16,30.76,136.124,2.72,14.14,16.98,5.0120000000000005,2.72,43.62,54.78,3.58,9.38,118.0,Moderate
Ahmedabad,2015-03-17,50.29,193.864,5.34,29.84,33.28,6.65,5.34,59.23,45.44,5.45,15.12,231.0,Poor
Ahmedabad,2015-03-18,57.69,122.106,25.36,29.48,54.79,30.55,25.36,58.33,52.87,9.55,32.11,286.0,Poor
Ahmedabad,2015-03-19,105.06,150.49399999999997,46.24,37.05,82.23,6.344,46.24,53.62,45.65,20.89,75.36,883.0,Severe
Ahmedabad,2015-03-20,94.1,148.962,22.14,36.53,57.49,10.534,22.14,61.31,46.77,17.5,52.01,720.0,Severe
Ahmedabad,2015-03-21,111.89,140.19199999999998,22.25,43.29,64.53,6.859999999999999,22.25,66.44,50.57,18.03,56.86,570.0,Severe
Ahmedabad,2015-03-22,108.59,135.95,25.38,39.34,63.01,6.708,25.38,75.8,46.68,15.78,48.41,589.0,Severe
Ahmedabad,2015-03-23,130.76,216.16,45.61,41.03,85.76,6.343999999999999,45.61,65.77,41.58,24.12,85.31,818.0,Severe
Ahmedabad,2015-03-24,143.55,362.872,27.3,31.15,57.16,10.534,27.3,50.98,35.38,18.61,72.78,737.0,Severe
Ahmedabad,2015-03-25,165.07,478.14,23.83,34.48,57.71,10.778,23.83,64.32,43.79,29.14,64.01,585.0,Severe
Ahmedabad,2015-03-26,166.85,400.33400000000006,17.93,43.3,60.07,10.626000000000001,17.93,79.71,53.44,24.09,67.38,616.0,Severe
Ahmedabad,2015-03-27,147.38,398.488,6.4,35.82,40.22,17.404000000000003,6.4,46.89,17.94,14.23,41.88,437.0,Severe
Ahmedabad,2015-03-28,158.25,364.39599999999996,5.86,27.89,32.65,6.655999999999999,5.86,142.36,38.54,13.67,21.24,321.0,Very Poor
Ahmedabad,2015-03-29,237.76,388.09000000000003,4.99,21.8,25.37,6.610000000000001,4.99,96.28,39.77,8.68,14.95,372.0,Very Poor
Ahmedabad,2015-03-30,133.37,357.16399999999993,3.88,17.99,21.02,6.536,3.88,57.34,39.66,5.76,11.74,339.0,Very Poor
Ahmedabad,2015-03-31,133.3,314.43199999999996,6.52,20.0,26.18,5.917999999999999,6.52,51.58,59.03,9.94,21.13,339.0,Very Poor
Ahmedabad,2015-04-01,96.04,371.2,3.8,20.07,23.46,6.645999999999999,3.8,62.42,46.61,7.54,13.44,324.0,Very Poor
Ahmedabad,2015-04-02,77.69,252.39000000000001,5.24,18.87,23.06,6.601999999999999,5.24,100.48,27.14,9.49,11.77,222.0,Poor
Ahmedabad,2015-04-03,53.07,188.12800000000001,4.17,13.82,17.45,6.63,4.17,40.36,21.76,4.47,6.94,169.0,Moderate
Ahmedabad,2015-04-04,63.11,252.98199999999997,5.63,15.5,18.49,6.675999999999999,5.63,38.21,4.72,5.2,8.17,220.0,Poor
Ahmedabad,2015-04-05,156.76,42.558,3.92,16.7,20.97,4.236000000000001,3.92,26.32,37.11,3.88,10.78,118.0,Moderate
Ahmedabad,2015-04-06,120.96,299.7,4.23,20.86,25.02,6.531999999999999,4.23,35.54,35.66,6.05,15.85,303.0,Very Poor
Ahmedabad,2015-04-07,138.63,320.84399999999994,5.65,25.47,30.67,6.659999999999999,5.65,87.43,29.77,11.25,24.67,314.0,Very Poor
Ahmedabad,2015-04-08,144.36,397.068,15.82,30.69,46.1,19.756,15.82,66.39,27.34,17.22,49.56,378.0,Very Poor
Ahmedabad,2015-04-09,85.03,353.28999999999996,3.3,26.7,27.41,6.638000000000001,3.3,59.16,35.89,7.58,29.19,415.0,Severe
Ahmedabad,2015-04-10,134.6,72.65,5.9,26.27,28.7,9.120000000000001,5.9,34.53,7.0,1.56,4.03,118.0,Moderate
Ahmedabad,2015-04-11,61.06,109.60600000000002,3.52,14.03,17.59,44.942,3.52,8.08,19.54,1.56,4.03,126.0,Moderate
Ahmedabad,2015-04-12,39.42,142.294,5.28,19.56,24.66,19.232,5.28,17.66,31.3,1.56,4.03,175.0,Moderate
Ahmedabad,2015-04-13,111.86,222.714,3.89,22.51,25.17,33.258,3.89,15.84,31.23,1.56,4.03,226.0,Poor
Ahmedabad,2015-04-14,58.37,171.924,5.74,21.71,27.69,19.464000000000002,5.74,25.9,43.92,2.15,10.46,244.0,Poor
Ahmedabad,2015-04-15,95.37,175.804,18.01,26.23,44.34,31.803999999999995,18.01,13.59,41.64,1.21,3.28,315.0,Very Poor
Ahmedabad,2015-04-16,141.3,356.428,30.8,36.88,66.53,10.89,30.8,41.06,37.66,0.66,0.01,678.0,Severe
Ahmedabad,2015-04-17,106.68,429.41400000000004,19.91,46.38,54.77,10.526,19.91,31.56,48.49,1.67,4.03,774.0,Severe
Ahmedabad,2015-04-18,109.48,310.4320000000001,4.3,20.27,22.86,6.558,4.3,46.6,31.34,0.05,4.03,285.0,Poor
Ahmedabad,2015-04-19,126.04,342.55,6.99,20.18,26.78,6.655999999999999,6.99,79.56,28.71,0.2,4.03,321.0,Very Poor
Ahmedabad,2015-04-20,71.22,275.988,16.73,21.32,37.58,6.522,16.73,50.09,28.39,1.38,23.54,358.0,Very Poor
Ahmedabad,2015-04-21,97.87,326.508,6.3,17.96,23.45,9.379999999999999,6.3,13.85,34.16,0.21,4.91,357.0,Very Poor
Ahmedabad,2015-04-22,63.38,195.07999999999998,3.44,13.28,15.44,10.9,3.44,24.79,43.62,1.56,4.03,189.0,Moderate
Ahmedabad,2015-04-23,75.29,157.456,3.35,14.29,17.97,5.0120000000000005,3.35,76.05,60.71,1.56,0.01,118.0,Moderate
Ahmedabad,2015-04-24,80.9,286.164,5.7,18.62,24.23,6.596000000000001,5.7,65.44,22.8,0.05,0.09,214.0,Poor
Ahmedabad,2015-04-25,103.29,279.892,4.55,19.82,23.69,6.5280000000000005,4.55,85.42,22.18,0.06,1.17,253.0,Poor
Ahmedabad,2015-04-26,107.5,251.302,5.29,15.56,19.73,6.552000000000001,5.29,74.37,10.12,0.09,0.16,239.0,Poor
Ahmedabad,2015-04-27,161.14,207.91799999999998,3.11,14.77,16.12,5.960000000000001,3.11,118.35,59.73,1.56,2.55,118.0,Moderate
Ahmedabad,2015-04-28,102.58,84.988,3.88,12.74,16.82,6.93,3.88,41.94,26.89,0.02,6.4,118.0,Moderate
Ahmedabad,2015-04-29,138.42,345.764,5.05,16.7,21.56,6.5920000000000005,5.05,77.74,27.18,0.01,0.88,300.0,Poor
Ahmedabad,2015-04-30,129.04,354.836,5.69,14.86,19.66,6.642,5.69,78.27,18.67,1.56,4.03,317.0,Very Poor
Ahmedabad,2015-05-01,96.65,258.158,4.67,15.9,20.53,6.480000000000001,4.67,39.41,11.83,0.01,4.03,240.0,Poor
Ahmedabad,2015-05-02,126.77,375.252,15.69,23.93,39.73,6.622,15.69,93.18,36.71,0.22,0.04,344.0,Very Poor
Ahmedabad,2015-05-03,106.15,282.82800000000003,13.12,23.02,35.05,15.306000000000001,13.12,65.95,81.6,0.3,0.02,503.0,Severe
Ahmedabad,2015-05-04,86.31,297.53799999999995,2.69,10.5,10.9,15.056000000000001,2.69,50.13,90.54,0.47,0.15,308.0,Very Poor
Ahmedabad,2015-05-05,83.99,185.66199999999998,2.73,0.08,2.75,6.33,2.73,34.06,69.57,0.28,0.05,227.0,Poor
Ahmedabad,2015-05-06,65.11,126.50999999999999,3.14,4.58,6.75,14.398000000000001,3.14,22.27,32.26,0.17,0.04,120.0,Moderate
Ahmedabad,2015-05-07,51.03,144.75799999999998,6.24,20.47,26.2,29.25,6.24,15.5,31.44,1.56,4.03,158.0,Moderate
Ahmedabad,2015-05-08,38.73,180.934,8.0,19.28,26.61,13.101999999999999,8.0,20.13,25.7,1.56,4.03,177.0,Moderate
Ahmedabad,2015-05-09,61.12,209.25,9.94,17.82,27.18,6.478,9.94,39.69,25.9,1.56,4.03,201.0,Poor
Ahmedabad,2015-05-10,58.44,256.482,10.68,17.24,27.38,6.5120000000000005,10.68,54.69,18.89,1.56,4.03,211.0,Poor
Ahmedabad,2015-05-11,61.49,263.46,11.44,16.69,27.61,6.741999999999999,11.44,42.66,18.2,0.01,4.03,221.0,Poor
Ahmedabad,2015-05-12,65.39,239.08800000000002,12.3,16.08,27.86,11.002,12.3,27.96,22.35,1.56,4.03,233.0,Poor
Ahmedabad,2015-05-13,100.92,405.066,20.42,18.9,37.83,8.296000000000001,20.42,31.9,22.84,4.9,19.26,481.0,Severe
Ahmedabad,2015-05-14,97.48,288.794,5.31,30.02,33.62,12.89,5.31,36.05,16.26,10.6,34.91,352.0,Very Poor
Ahmedabad,2015-05-15,129.27,347.702,14.28,28.33,41.92,6.55,14.28,70.13,25.4,16.9,44.19,327.0,Very Poor
Ahmedabad,2015-05-16,129.58,392.67600000000004,21.23,28.79,45.4,15.065999999999997,21.23,17.66,34.42,20.53,85.73,577.0,Severe
Ahmedabad,2015-05-17,100.57,402.32,7.56,18.79,24.33,6.644,7.56,38.76,38.83,4.92,17.94,411.0,Severe
Ahmedabad,2015-05-18,130.34,283.64599999999996,7.14,17.43,23.72,6.595999999999999,7.14,52.07,29.05,5.05,14.0,212.0,Poor
Ahmedabad,2015-05-19,53.24,331.296,8.05,15.86,23.34,6.63,8.05,36.23,21.58,5.23,15.0,280.0,Poor
Ahmedabad,2015-05-20,42.0,128.072,10.44,18.16,21.8,19.997999999999998,10.44,17.0,25.5,1.56,4.03,162.0,Moderate
Ahmedabad,2015-05-21,50.1,84.91000000000001,9.46,14.9,22.5,18.296,9.46,30.67,12.91,0.41,1.89,118.0,Moderate
Ahmedabad,2015-05-22,83.69,264.692,10.89,17.18,27.15,6.843999999999999,10.89,41.12,35.61,12.62,20.2,569.0,Severe
Ahmedabad,2015-05-23,38.88,127.97999999999999,2.18,16.28,17.74,8.23,2.18,26.4,12.47,3.0,6.96,128.0,Moderate
Ahmedabad,2015-05-24,46.89,159.36599999999999,2.96,16.17,18.49,9.822,2.96,41.96,10.74,3.41,8.87,129.0,Moderate
Ahmedabad,2015-05-25,70.96,174.618,4.12,15.47,19.28,22.54,4.12,23.67,16.01,3.72,8.13,152.0,Moderate
Ahmedabad,2015-05-26,53.66,175.012,4.23,14.43,18.06,49.588,4.23,14.46,45.64,2.39,6.4,176.0,Moderate
Ahmedabad,2015-05-27,45.49,168.902,4.26,13.73,17.1,9.206,4.26,12.85,71.85,2.5,5.96,167.0,Moderate
Ahmedabad,2015-05-28,60.86,104.102,5.27,16.61,21.42,59.822,5.27,14.91,41.19,3.03,9.18,106.0,Moderate
Ahmedabad,2015-05-29,51.93,136.32,13.71,17.87,31.64,29.836000000000002,13.71,15.33,12.88,6.32,19.17,231.0,Poor
Ahmedabad,2015-05-30,77.87,355.902,6.67,17.12,23.0,6.556,6.67,46.82,16.67,4.79,9.78,327.0,Very Poor
Ahmedabad,2015-05-31,57.59,176.058,5.6,15.47,20.42,7.646000000000001,5.6,41.68,25.51,2.64,6.3,174.0,Moderate
Ahmedabad,2015-06-01,77.22,173.572,7.02,15.47,21.13,6.720000000000001,7.02,71.97,9.56,3.74,8.45,185.0,Moderate
Ahmedabad,2015-06-02,45.29,193.392,7.25,12.74,19.66,6.664,7.25,18.64,6.32,2.73,6.99,179.0,Moderate
Ahmedabad,2015-06-03,103.78,227.26399999999998,6.36,13.9,19.86,57.477999999999994,6.36,7.76,15.27,0.82,1.37,211.0,Poor
Ahmedabad,2015-06-04,25.14,223.372,6.01,18.73,24.74,6.736,6.01,38.05,38.52,1.56,4.03,192.0,Moderate
Ahmedabad,2015-06-05,87.03,221.402,8.05,17.88,25.53,15.937999999999999,8.05,23.84,48.22,1.56,4.03,310.0,Very Poor
Ahmedabad,2015-06-06,89.6,224.868,6.59,19.84,25.9,6.5680000000000005,6.59,48.05,44.78,1.56,4.03,223.0,Poor
Ahmedabad,2015-06-07,80.69,187.152,6.86,16.07,22.25,5.716,6.86,39.85,32.65,1.56,4.03,192.0,Moderate
Ahmedabad,2015-06-08,44.75,198.608,7.76,16.53,24.29,35.05,7.76,9.89,8.07,1.56,4.03,191.0,Moderate
Ahmedabad,2015-06-09,38.11,166.248,7.41,11.62,19.03,33.63,7.41,3.13,6.69,2.5,5.93,184.0,Moderate
Ahmedabad,2015-06-10,45.5,198.55,8.56,15.59,24.15,16.965999999999998,8.56,0.76,3.82,5.09,8.52,220.0,Poor
Ahmedabad,2015-06-11,36.98,215.34,8.21,11.52,19.74,9.026,8.21,0.52,5.17,3.63,8.16,215.0,Poor
Ahmedabad,2015-06-12,43.58,238.762,8.26,13.33,21.58,10.314,8.26,1.02,7.56,3.59,6.79,226.0,Poor
Ahmedabad,2015-06-13,45.49,329.11,9.63,14.91,24.53,7.353999999999999,9.63,0.81,2.94,3.67,6.62,251.0,Poor
Ahmedabad,2015-06-14,38.06,215.34,8.67,18.57,27.25,12.720000000000002,8.67,1.05,4.63,2.85,5.12,216.0,Poor
Ahmedabad,2015-06-15,45.41,252.84199999999996,9.35,20.55,29.9,47.152,9.35,0.74,4.5,2.83,7.18,237.0,Poor
Ahmedabad,2015-06-16,37.71,184.32,8.54,16.26,24.8,20.456,8.54,0.87,4.6,2.52,7.61,198.0,Moderate
Ahmedabad,2015-06-17,32.37,142.698,7.53,14.36,21.89,25.456,7.53,2.17,12.17,1.88,7.92,195.0,Moderate
Ahmedabad,2015-06-18,34.74,175.72999999999996,7.59,13.51,21.11,37.541999999999994,7.59,4.11,12.22,1.82,6.19,187.0,Moderate
Ahmedabad,2015-06-19,32.56,164.032,7.34,13.91,21.25,32.8,7.34,4.04,11.85,2.55,9.3,181.0,Moderate
Ahmedabad,2015-06-20,29.28,136.392,7.55,11.68,19.23,32.556,7.55,4.01,12.64,1.64,7.0,179.0,Moderate
Ahmedabad,2015-06-21,20.46,143.182,7.15,10.61,17.76,16.43,7.15,5.62,12.7,1.26,5.17,188.0,Moderate
Ahmedabad,2015-06-22,26.07,143.182,7.99,11.07,19.06,24.286,7.99,4.1,10.57,1.5,6.9,190.0,Moderate
Ahmedabad,2015-06-23,21.43,143.182,7.45,11.16,18.62,16.258,7.45,4.99,7.38,1.4,6.69,185.0,Moderate
Ahmedabad,2015-06-24,11.91,143.18199999999996,7.34,10.1,17.44,12.328,7.34,10.86,5.47,1.3,12.23,189.0,Moderate
Ahmedabad,2015-06-25,57.75,177.958,8.68,9.68,18.36,22.976,8.68,12.28,3.06,1.98,6.51,196.0,Moderate
Ahmedabad,2015-06-26,66.39,131.074,8.58,12.79,21.36,19.348,8.58,11.09,4.96,1.76,6.18,201.0,Poor
Ahmedabad,2015-06-27,62.61,198.626,9.15,9.83,18.98,47.02,9.15,12.31,6.44,1.87,5.47,231.0,Poor
Ahmedabad,2015-06-28,47.5,215.27399999999997,8.07,9.53,17.59,32.914,8.07,13.91,7.28,1.34,3.97,196.0,Moderate
Ahmedabad,2015-06-29,111.8,237.61599999999999,9.23,11.51,20.74,8.228,9.23,5.27,5.99,1.84,5.69,220.0,Poor
Ahmedabad,2015-06-30,30.0,299.206,8.87,13.59,22.64,13.139999999999997,8.87,8.09,6.31,1.32,4.59,244.0,Poor
Ahmedabad,2015-07-01,4.66,286.282,9.01,10.9,20.36,7.07,9.01,7.31,6.38,1.27,3.94,223.0,Poor
Ahmedabad,2015-07-02,48.72,230.334,9.56,11.94,21.5,47.14,9.56,5.72,6.61,1.77,4.96,230.0,Poor
Ahmedabad,2015-07-03,49.7,329.11,9.43,9.81,19.23,45.378,9.43,6.78,6.42,2.0,4.79,243.0,Poor
Ahmedabad,2015-07-04,48.1,190.296,8.03,9.53,17.57,11.584,8.03,9.33,7.6,1.68,4.41,215.0,Poor
Ahmedabad,2015-07-05,47.43,219.64600000000002,8.11,9.45,17.56,17.151999999999997,8.11,7.93,7.08,2.1,3.6,199.0,Moderate
Ahmedabad,2015-07-06,51.74,203.72600000000003,8.91,12.38,21.28,32.05,8.91,10.05,5.78,2.15,3.64,200.0,Moderate
Ahmedabad,2015-07-07,42.68,202.414,9.74,11.08,20.82,10.696,9.74,10.87,4.44,1.62,4.96,226.0,Poor
Ahmedabad,2015-07-08,38.45,324.27,10.55,7.8,18.35,13.848000000000003,10.55,10.28,3.24,2.46,4.79,241.0,Poor
Ahmedabad,2015-07-09,46.69,201.04399999999998,11.48,0.17,11.64,46.483999999999995,11.48,10.25,5.76,1.77,4.34,222.0,Poor
Ahmedabad,2015-07-10,55.27,209.536,11.55,0.12,11.66,45.58200000000001,11.55,12.7,6.55,1.69,4.17,223.0,Poor
Ahmedabad,2015-07-11,149.03,286.796,11.49,0.16,11.65,5.538,11.49,10.07,7.27,1.71,5.72,248.0,Poor
Ahmedabad,2015-07-12,86.57,291.15200000000004,11.47,0.17,11.64,5.546,11.47,11.09,6.53,1.57,3.85,300.0,Poor
Ahmedabad,2015-07-13,111.77,247.734,11.3,0.24,11.53,8.868,11.3,7.73,4.67,1.72,4.52,232.0,Poor
Ahmedabad,2015-07-14,151.4,286.828,10.8,0.36,11.16,14.485999999999999,10.8,7.8,5.46,0.95,3.54,330.0,Very Poor
